ResponseId,survey_year,primary_affiliation,commute_miles,calculated_distance_mi,days_walk,days_bike,days_drive_alone,days_carpool,days_bus,days_other,weekly_trips,carpool_occupants,parking_location,cross_streets,university_residence,gender,ethnicity,lives_in_university_housing,enrollment_status,age,yearly_home_trips,vehicle_type,student_classification,campus_location,permanent_zipcode,parking_permit,home_travel_mode,latitude,longitude
R_1g577z7IqytelCI,2024,Student,5.0,4.160933755178637,0,0,7,0,0,0,6,,Permit parking on campus,Mullan & N Reserve,,Male,Asian or Pacific Islander,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Electric hybrid,Senior,Mountain Campus (Main Campus),,Student: Full Year,,46.88506,-114.03934
R_5TmStdSATa6CEpP,2024,Student,1.0,,0,2,0,0,0,0,3,,Hourly pay parking on campus,,Elliot Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),59801,,,,
R_6OMM3Sfdrr02CFX,2024,Student,0.5,,5,0,1,0,0,0,4,,On-street parking close to campus that does not require a UM permit,,Craighead or Sisson Apartments (the Xs),Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Graduate Student,Mountain Campus (Main Campus),98512,,Other,,
R_12lpeREB8cXroyq,2024,Faculty,3.0,2.7444404577434485,0,0,2,0,0,0,2,,On-street parking close to campus that does not require a UM permit,Bryon and Sherwood ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas- sedan,,Mountain Campus (Main Campus),,,,46.88002,-114.01694
R_3cbvsw23bNF4K1b,2024,Student,1.0,,5,0,0,0,0,0,5,,Do not drive to campus,,Elliot Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,40-49,,,Junior,Missoula College,59801,Student: Full Year,,,
R_5InIqOdI2E3E8Lw,2024,Student,0.5,,4,0,0,0,0,0,4,,Do not drive to campus,Eddy &Connel,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,11 or more,,Sophomore,Mountain Campus (Main Campus),,,Car (alone),,
R_61indBTtZvH4GJt,2024,Staff,25.0,4.85455666225751,0,0,5,0,0,0,5,,Permit parking on campus,Miller creek and brooks ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.83291,-114.0501
R_1CIMy2b8rwZUs2R,2024,Staff,2.0,2.7169824574258614,0,0,0,5,0,0,5,1,Other,Waverly and Turner,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,46.88604,-114.00468
R_7YslURw3W6WG4nX,2024,Student,1.0,1.0550274213404585,0,0,0,0,5,0,6,,Hourly pay parking on campus,Front & Pattee,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Graduate Student,Mountain Campus (Main Campus),,,Car (alone),46.8698,-113.9938
R_3kSnV8AfmbcqDjH,2024,Student,3.0,4.221544131244282,0,0,0,7,0,0,5,0,Permit parking on campus,39th and reserve,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),,Student: Full Year,Plane,46.83421,-114.03949
R_5CvUt1L2iJBsq5s,2024,Student,1.0,,7,0,0,0,0,0,7,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Junior,Mountain Campus (Main Campus),59801,,Bus,,
R_3g7ah5xJqUGaVMS,2024,Student,1.0,,0,0,0,2,5,0,5,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Junior,Mountain Campus (Main Campus),59801,,Car (someone from home drives to campus and picks you up),,
R_5fT4dyekzw91CzI,2024,Student,1.0,,0,0,3,4,0,0,5,,Permit parking on campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,11 or more,,Freshman,"Mountain Campus (Main Campus),Missoula College",59901,Student: Full Year,Car (alone),,
R_1YlCOEbhhWuIKqL,2024,Student,0.0,,7,0,0,0,0,0,10,,Do not drive to campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Freshman,Mountain Campus (Main Campus),59801,,Carpool with others from UM,,
R_53O3vveQHLzk5t7,2024,Student,1.2,1.24074949174372,0,0,1,0,5,0,6,,Hourly pay parking on campus,Sussex and Higgins,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,1-2,Gas - truck,Senior,Mountain Campus (Main Campus),,,Car (alone),46.84974,-113.9974
R_5meFBrG88BwwMPJ,2024,Student,0.0,,7,0,0,0,0,0,0,,Do not drive to campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Freshman,Mountain Campus (Main Campus),59801,,,,
R_5uJQCw1Fo9zccmZ,2024,Student,2.0,,3,0,0,0,4,0,15,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Senior,Mountain Campus (Main Campus),32578,,Plane,,
R_1ASYRfo7nLEhnVf,2024,Student,1.0,0.6893925908061544,0,0,0,2,3,0,5,1,Do not drive to campus,5th & Orange,,Not listed,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,17-24,,,Freshman,Mountain Campus (Main Campus),,,,46.865,-113.99336
R_5lctm3clbVv7C8u,2024,Student,1.5,,0,0,5,0,0,0,5,,Permit parking on campus,Broadway/Highway 200 E and I-90,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - truck,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,,,
R_3BS0OqIznat1cuF,2024,Student,11.0,3.6265951464790427,0,0,7,0,0,0,12,,On-street parking on campus that requires a UM permit,reserve and south ave,,Male,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,11 or more,Gas - truck,Senior,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),46.84876,-114.03961
R_7pnVM87Euv9RUYq,2024,Student,0.0,,7,0,0,0,0,0,0 (I live on campus),,Permit parking on campus,,Residence Hall on campus,Male,Asian or Pacific Islander,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Freshman,Mountain Campus (Main Campus),59801,Student: Full Year,Car (alone),,
R_7HeLRNSfLHwL36q,2024,Student,3.0,3.800295785618274,0,0,5,0,0,0,6,,Permit parking on campus,River Rd and Krysty Dr,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Half Year,,46.87598,-114.04013
R_5fxD8j6Ju7swVpf,2024,Student,2.5,2.5181820136014257,0,5,0,0,0,0,7,,Do not drive to campus, 14th and Garfield,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,25-29,,,Senior,Mountain Campus (Main Campus),,,,46.85654,-114.02437
R_5impaRriGFkOQ4p,2024,Student,0.8,1.11879950660182,0,5,0,0,0,0,5,,Other,E Pine & N Adams,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,3-5,,Graduate Student,Mountain Campus (Main Campus),,,Car (alone),46.87182,-113.98911
R_6kjxbXa28ofwaXL,2024,Student,5.0,6.318835489588295,0,0,7,0,0,0,20,,Hourly pay parking on campus,Mullan and George Elmer,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,Gas - SUV,Junior,Mountain Campus (Main Campus),,,Plane,46.89687,-114.06849
R_115VnVhD5U2Ot0l,2024,Student,2.0,,1,0,0,1,5,0,5,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Senior,Mountain Campus (Main Campus),59801,,,,
R_5PAfIhHtO46NPNp,2024,Faculty,2.0,2.3748103248463077,0,5,0,0,0,0,6,,Do not drive to campus,Catlin and 9th,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,,,Missoula College,,,,46.86148,-114.02242
R_6d8moGS2xQUTXcR,2024,Student,2.5,,0,0,0,0,5,0,5,,Do not drive to campus,,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,1-2,,Graduate Student,Mountain Campus (Main Campus),,,Plane,,
R_3ex8wTJytrqEcbp,2024,Faculty,0.8,0.9839223490467277,4,0,1,0,0,0,5,,Hourly pay parking on campus,North & Gerald,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.85242,-113.99578
R_1KXdEBSTMEmGxmF,2024,Student,1.0,1.879420791927532,0,0,2,0,3,0,6,,On-street parking close to campus that does not require a UM permit,3rd and Orange,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,Gas- sedan,Senior,Mountain Campus (Main Campus),,,Plane,46.87946,-113.99351
R_1ToANLARAgJHK33,2024,Student,5.0,6.641809309544969,0,0,3,0,2,0,6,,On-street parking on campus that requires a UM permit,Mark Ct and Linda Vista Blvd,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas- sedan,Junior,Mountain Campus (Main Campus),,Student: Full Year,,46.80962,-114.05861
R_5lrGePidx4Pysv2,2024,Faculty,1.0,,0,6,0,0,1,0,7,,Do not drive to campus,,Toole Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,,
R_79ncnm3juC5YegF,2024,Student,2.0,1.7820818787122845,0,4,0,1,0,0,4,0,On-street parking close to campus that does not require a UM permit,Park & Benton,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,1-2,,Graduate Student,Mountain Campus (Main Campus),,,Plane,46.84517,-114.00263
R_3KhMoyfJAySXYEF,2024,Student,1.0,1.8259030547910562,0,0,1,5,0,0,8,1,Permit parking on campus,South 2nd and Orange,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas- sedan,Sophomore,Mountain Campus (Main Campus),,Student: Half Year,,46.87869,-113.9943
R_1MsxbseddURda9t,2024,Student,0.0,,7,0,0,0,0,0,20,,Permit parking on campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Sophomore,Mountain Campus (Main Campus),99801,Student: Full Year,Plane,,
R_1NOiM8c0i4cueLs,2024,Student,3.0,,0,0,6,0,0,0,5,,Permit parking on campus,Duncan Dr,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas- sedan,Graduate Student,Mountain Campus (Main Campus),,Student: Half Year,,,
R_6pJA5Zh3wRRb7eK,2024,Student,34.0,,0,0,4,0,0,0,5,,Permit parking on campus,Hwy 93 and meridian road ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,11 or more,Electric hybrid,Sophomore,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),,
R_6QuOCKxPg7QO1Qe,2024,Student,1.0,,0,0,0,4,0,0,4,,Hourly pay parking on campus,,Elliot Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Senior,Mountain Campus (Main Campus),59801,,,,
R_1Lbp9PrBFAf8WrL,2024,Student,0.0,,0,0,1,0,3,0,4,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),,,Car (alone),,
R_7hQYY97lCYly7GQ,2024,Student,1.0,0.36036907907609383,4,0,0,0,0,0,6,,On-street parking close to campus that does not require a UM permit,University Ave & Helen Ave,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,11 or more,,Senior,Mountain Campus (Main Campus),,City of Missoula residential parking district,Car (alone),46.86007,-113.99089
R_5rSpf2aY5arqKCS,2024,Student,1.0,,3,2,0,0,0,0,6,,Do not drive to campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Graduate Student,Mountain Campus (Main Campus),,,Plane,,
R_1VwNoWoPjKN7bJI,2024,Student,1.4,,0,0,5,0,0,0,5,,Permit parking on campus,MT State Highway 200 & Highton,,Female,Multiracial or Biracial,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,Gas- sedan,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,Plane,,
R_5Ti4QzQ3KRtKrmh,2024,Student,1.0,,7,0,0,0,0,0,4,,On-street parking close to campus that does not require a UM permit,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,11 or more,,Freshman,Mountain Campus (Main Campus),59875,Student: Full Year,Other,,
R_3ETmT5ursjhHzLH,2024,Student,0.0,,0,0,3,0,0,0,3,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Sophomore,Mountain Campus (Main Campus),98010,Student: Full Year,Car (alone),,
R_3IQaDnDY57lYNsp,2024,Student,6.5,5.657758867524804,0,0,5,0,0,0,3,,Permit parking on campus,Flynn and England ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,25-29,1-2,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,Plane,46.89736,-114.05528
R_11tBUEMoHWFus7i,2024,Faculty,2.0,2.4769632886563517,0,0,0,0,0,3,3,,On-street parking close to campus that does not require a UM permit,Missoula Ave & Lolo St,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.88481,-113.97094
R_1SkxTgfHV5oOj0R,2024,Student,1.0,,5,0,0,0,0,0,20,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),59801,Student: Half Year,Car (alone),,
R_5jYP6mypinllv9v,2024,Student,3.0,4.221544131244282,0,0,5,0,0,0,6,,Permit parking on campus,South Reserve and 39th,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - SUV,Sophomore,Mountain Campus (Main Campus),,Student: Full Year,,46.83421,-114.03949
R_6ctn0VLlRtGLOxB,2024,Student,1.0,0.7988358655328774,5,0,0,2,0,0,8,1,Permit parking on campus,Connell and Higgins,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Sophomore,Mountain Campus (Main Campus),,Student: Half Year,,46.86203,-113.99745
R_6ZTPLATZjovDdL3,2024,Student,17.0,11.286920365102734,0,0,5,0,0,0,5,,Permit parking on campus,Ridgeway & Barclay,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - truck,Freshman,"Mountain Campus (Main Campus),Missoula College",,Student: Full Year,,46.76314,-114.09096
R_5VPvdMyKf68Clgd,2024,Student,1.0,1.612775701597822,0,0,0,2,3,0,7,1,On-street parking close to campus that does not require a UM permit,Spruce & Orange,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,6-10,,Graduate Student,Mountain Campus (Main Campus),,,Car (alone),46.87537,-113.99716
R_3Hw6m3igFaibv4o,2024,Student,0.0,,5,0,0,0,0,0,no idea ,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),59102,Student: Full Year,Car (alone),,
R_5GwdrPqrUHmRJBt,2024,Student,2.0,2.5028361158441292,0,3,0,1,1,0,6,1,Hourly pay parking on campus,Garfield and 8th ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Senior,Mountain Campus (Main Campus),,,,46.86247,-114.02433
R_6qgj8S62lAR1owA,2024,Staff,6.0,4.67393457244217,0,0,5,0,0,0,5,,Permit parking on campus,Reserve & England,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,46.89396,-114.0393
R_6tILqu5xJzZWeRz,2024,Faculty,10.0,,0,0,5,0,0,0,5,,Reserved parking on campus,Big flat and valley wind ,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - truck,,Mountain Campus (Main Campus),,Reserved,,,
R_75EGAD1OVVQ67b4,2024,Student,6.0,8.023230174032735,0,0,5,0,0,0,5,,Permit parking on campus,Big Flat Road and River Pines Road,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - truck,Freshman,"Mountain Campus (Main Campus),Missoula College",,Student: Full Year,,46.84999,-114.11014
R_5eUre9XQjto8rNm,2024,Student,1.2,,0,0,1,0,3,0,4,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Graduate Student,Mountain Campus (Main Campus),59801,,Plane,,
R_4PnQJo5dt5E7q7J,2024,Faculty,18.0,,0,0,0,3,0,0,5,2,Permit parking on campus,,,Male,Asian or Pacific Islander,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,Faculty / Staff,,,
